Site ID,Site Name,Site Name (ar),Alternative Name,Displacement Type,Site Status,Managing Agency,Implementing Partner,FinalImplementingPartner,Funding-Implementing,Governorate,adm2,Neighborhood,adm 4,Latitude,Longitude,Accessibility,Updating Agency,Type of Visit,Total Inv,Total HH,Males 0-5,Females 0-5,Males 6-17,Females 6-17,Males 18-60,Females 18-60,Males 60+,Females 60+,Population change last month,HH departed (last 30 days),Indv departed (last 30 days),HH arrived (last 30 days),Indv arrived (last 30 days),Female headed HH (18-59 years),Child headed (0-17) HH,Unaccompanied Children,Persons with disabilities,Persons with chronic illnesses,Pregnant/ lactating women (PLW)
DEB5218,Al-Noor,مخيم النور ,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.409943,34.331651,Accessible,PARC,In person visit,1515,303,,,,,,,,,"People have left, People have arrived",121,605,3,15,58,1,87,3,71,16
DEB5222,Al-Ramlah,الرملة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.411669,34.322565,Accessible,PARC,In person visit,790,158,,,,,,,,,No changes,,,,,13,1,11,46,34,25
GZA4049,Al-Karmal School,مدرسة الكرمل,,Collective Centre (non-UNRWA),Active,IOM,CESVI,CESVI,IOM/CESVI,Gaza,260,Northern Remal,2600118,31.52178424,34.44243137,Accessible,ACTED,In person visit,550,110,63,55,76,84,128,133,5,6,People have arrived,,,13,78,17,0,2,30,10,40
GZA4122,Al Buraq School and Camp,ايواء مدرسة البراق الاساسية بحي النصر,,Collective Centre (non-UNRWA),Active,ACTED,,ACTED,ACTED,Gaza,260,Northern Remal,2600118,31.524774,34.45569,Accessible,ACTED,In person visit,537,75,,,,,,,,,People have arrived,,,5,12,6,0,0,0,18,15
GZA4349,Al Hassan Al-Bassri school,مدرسة الحسن البصري,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.522238,34.442443,Accessible,ACTED,In person visit,1146,210,200,150,150,140,230,250,10,16,People have arrived,,,10,60,28,2,0,14,65,24
GZA4359,Al Malyia,المالية,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.510516,34.439653,Accessible,IOM,In person visit,800,127,,,,,,,,,No changes,,,,,12,10,0,17,50,50
GZA4675,Khair Al-Ayady Site,موقع خير الايادي,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.516248,34.441707,Accessible,PARC,In person visit,950,170,,,,,,,,,People have arrived,,,9,50,30,5,0,10,35,20
GZA4879,Al Amal Site, موقع الامل,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5210381,34.4426903,Accessible,ACTED,In person visit,435,86,,,,,,,,,People have arrived,,,3,15,9,1,0,6,15,12
GZA4962,Al-Hayat 2,الحياة 2,,Collective Centre (non-UNRWA),Active,ACTED,,ACTED,ACTED,Gaza,260,Northern Remal,2600118,31.5234855,34.4549661,Accessible,ACTED,In person visit,300,63,,,,,,,,,People have arrived,,,5,30,6,0,0,0,6,15
GZA4974,Al-Nasr Club Shelter Center,مركز إيواء نادي النصر,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5260707,34.4549522,Accessible,ACTED,In person visit,250,49,,,,,,,,,"People have arrived, People have left",1,5,1,3,3,0,0,0,5,1
GZA4984,Al-Somood,موقع الصمود,الصمود الصغير,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5276763,34.440954,Accessible,ACTED,In person visit,50,12,,,,,,,,,No changes,,,,,2,0,0,6,5,1
GZA4998,Al-Shifa 2,الشفاء2,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5243716,34.4466858,Accessible,ACTED,In person visit,360,60,,,,,,,,,No changes,,,,,10,4,4,8,10,15
GZA5001,Alwaad,مخيم الوعد,,Collective Centre (non-UNRWA),Active,ACTED,,ACTED,ACTED,Gaza,260,Northern Remal,2600118,31.5226568,34.4549388,Accessible,ACTED,In person visit,300,51,,,,,,,,,People have arrived,,,4,30,5,0,0,0,17,11
GZA5008,Ard Abu Nemir,أرض ابو النمر,,Scattered site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.528845,34.4427083,Accessible,ACTED,In person visit,28,6,,,,,,,,,No changes,,,,,0,0,0,0,1,0
GZA5009,Basma Amal 1,موقع بسمة امل1,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5277382,34.441834,Accessible,ACTED,In person visit,370,75,,,,,,,,,No changes,,,,,6,1,4,10,8,45
GZA5011,Ard Baker 2,ارض بكر 2,,Scattered site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5285843,34.4419701,Accessible,ACTED,In person visit,30,6,,,,,,,,,People have arrived,,,1,5,0,0,0,2,0,3
GZA5044,Shifaa 3 site,موقع الشفاء 3,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5257699,34.4446914,Accessible,ACTED,In person visit,5150,800,,,,,,,,,People have arrived,,,20,120,50,25,25,40,70,60
GZA5048,Alsosi Site,موقع السوسي,,Scattered site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.528989,34.4471705,Accessible,ACTED,In person visit,30,6,,,,,,,,,No changes,,,,,1,0,0,2,2,0
GZA5051,Al-Insan Salsabil Al-Hayat,الانسان سلسبيل الحياة ,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5220447,34.4488344,Accessible,ACTED,In person visit,120,20,,,,,,,,,No changes,,,,,0,0,0,1,5,3
GZA5203,Al-Houda 1,تابع لمخيم الهدى,,Scattered site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5262519,34.4394042,Accessible,ACTED,In person visit,30,6,,,,,,,,,No changes,,,,,1,0,0,1,0,1
GZA5236,Al-Shuruq camp,مخيم الشروق,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5281396,34.4437209,Accessible,IOM,In person visit,973,200,70,80,150,107,245,270,20,31,No changes,,,,,38,0,4,17,92,150
GZA5251,Ard Alshurafa,أرض الشرفا - الميناء,,Scattered site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5277382,34.441834,Accessible,ACTED,In person visit,38,8,0,2,5,7,10,10,2,2,No changes,,,,,2,0,0,2,4,1
GZA5253,Al-Salman,مخيم السلمان,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5350373,34.4432208,Accessible,IOM,In person visit,516,103,50,54,42,50,130,110,35,45,People have arrived,,,20,100,32,0,3,18,82,50
GZA5275,Kalet Al sahel camp 1,مخيم قلعة الساحل,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5330114,34.4417769,Accessible,IOM,In person visit,903,180,30,33,90,110,270,300,30,40,People have arrived,,,5,25,30,0,0,17,50,40
GZA5286,Min Ajl Gaza Camp,مخيم من اجل غزة,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.515481,34.437473,Accessible,PARC,In person visit,2400,450,,,,,,,,,People have arrived,,,10,55,43,3,0,19,82,36
GZA5406,Al-Noor Al Tabun,مخيم النور الطابون,الطابون,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.5193,34.440879,Accessible,PARC,In person visit,800,155,,,,,,,,,No changes,,,,,30,10,0,20,30,15
KYS0811,Ard Al-Jawafa,ارض الجوافة,Mesk  Al-Khitam,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.35256,34.26521,Accessible,ACTED,In person visit,2250,450,,,,,,,,,"People have arrived, People have left",15,75,15,75,85,0,1,37,65,100
KYS0841,Al-Kareem,الكريم,Abu Zqamat camp,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.35269,34.26308,Accessible,ACTED,In person visit,1320,264,,,,,,,,,No changes,,,,,42,1,2,7,80,70
KYS0931,Al-Wafaa,الوفا,Al Nada Camp 1,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.35355,34.26009,Accessible,ACTED,In person visit,2159,488,,,,,,,,,People have left,3,15,,,72,0,0,7,200,25
KYS0947,Al-rimal Al-Thahabiea,موقع نور الشمس,,Makeshift site,Active,IOM,ACTED,ACTED,IOM/ACTED,Khan Younis,270,Al Mawasi,27002154,31.35528,34.26952,Accessible,ACTED,In person visit,2150,430,,,,,,,,,People have left,10,50,,,65,0,0,10,56,56
KYS0987,Al Ibtisama,الابتسامة,,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.351176,34.2643166,Accessible,ACTED,In person visit,1038,210,,,,,,,,,No changes,,,,,18,1,3,12,190,45
KYS0988,Al Nahda,النهضة,Abu Uday Camp (Delegate Ibrahim Alwan),Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.35346,34.26087,Accessible,ACTED,In person visit,1250,275,,,,,,,,,"People have left, People have arrived",3,15,3,15,15,0,0,11,100,15
KYS1018,Alshorbagi  2 site,الشوربجي 2,Ard Al-Astal camp,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.36307,34.27065,Accessible,ACTED,In person visit,970,205,,,,,,,,,No changes,,,,,33,0,0,8,38,50
KYS1461,Al Shaer,الشاعر,,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.3518504,34.2640176,Accessible,ACTED,In person visit,1200,243,,,,,,,,,"People have left, People have arrived",1,5,1,5,25,0,0,15,100,20
KYS1630,Honin,حُنين,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.39233,34.29978,Accessible,PHC,In person visit,2470,494,,,,,,,,,No changes,,,,,35,0,1,22,200,87
KYS1661,Canada Aleahd,كندا العهد,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.38307,34.30446,Accessible,PHC,In person visit,1800,1800,200,200,300,300,350,350,50,50,People have left,10,50,,,50,1,3,20,200,140
KYS1662,Al Taahir,الطاهر,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.38254,34.29826,Accessible,PHC,In person visit,800,202,100,100,50,50,200,100,100,100,People have left,48,240,,,30,0,1,10,50,20
KYS1673,Abu Rashad Al-Astal,ابو رشاد الاسطل,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.379162,34.287312,Accessible,PHC,Phone interview,668,148,,,,,,,,,No changes,,,,,7,0,0,8,25,15
KYS1702,Jerusalem Camp,موقع القدس,الشوربجي,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.36336,34.27014,Accessible,ACTED,In person visit,2180,350,,,,,,,,,No changes,,,,,45,0,2,3,32,44
KYS1709,Hanoon camp,مخيم حنون,,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.36221,34.26965,Accessible,ACTED,In person visit,1195,275,,,,,,,,,No changes,,,,,12,0,0,3,40,50
KYS1725,Ghawar,الغوار,Al-Muhammad camp,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.35481,34.26285,Accessible,ACTED,In person visit,460,92,,,,,,,,,People have arrived,,,7,35,20,0,2,13,40,10
KYS1726,Al-Akli Camp,مخيم العقلي,,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.354095,34.263627,Accessible,ACTED,In person visit,900,148,,,,,,,,,People have arrived,,,1,5,20,0,0,5,100,15
KYS1772,Al-Wehda,الوحدة,unknown ,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.35172,34.26163,Accessible,ACTED,In person visit,2050,210,,,,,,,,,No changes,,,,,17,0,0,13,17,150
KYS1926,Albwasil,البواسل,Al-Nahhal Camp,Makeshift site,Active,IOM,ACTED,ACTED,IOM/ACTED,Khan Younis,270,Al Mawasi,27002154,31.35932,34.26642,Accessible,ACTED,In person visit,825,175,,,,,,,,,People have left,7,35,,,10,0,0,5,50,20
KYS1932,AlFarra,مخيم الفرا,,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.36053,34.2697,Accessible,ACTED,In person visit,3110,622,,,,,,,,,No changes,,,,,90,2,3,20,120,136
KYS2035,Al Amal w Al Haya,الامل و الحياة,Gaza Camp,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.35347,34.26237,Accessible,ACTED,In person visit,761,158,,,,,,,,,No changes,,,,,20,0,0,15,70,25
KYS3285,Al-Hurriya,الحرية,Abu Zarqa Camp,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.35362,34.26401,Accessible,ACTED,In person visit,700,140,,,,,,,,,"People have arrived, People have left",2,10,8,40,15,0,1,20,30,100
KYS3900,Bilal Al Qara,بلال القرا,,Makeshift site,Active,DRC,PHC,PHC,DRC/PHC,Khan Younis,270,Al Mawasi,27002154,31.39551,34.30476,Accessible,PHC,In person visit,7226,1200,700,700,5,5,5,350,5,5456,"People have left, People have arrived",20,100,7,35,100,100,110,100,300,250
KYS4033,Hayat Camp,موقع حياة,,Makeshift site,Active,ACTED,,ACTED,ACTED,Khan Younis,270,Al Mawasi,27002154,31.36277204,34.2674056,Accessible,ACTED,In person visit,2114,440,,,,,,,,,No changes,,,,,89,1,0,22,170,60
KYS4649,Nebras Al-amal Site,موقع نبراس الامل,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.398554,34.313652,Accessible,IOM,In person visit,470,107,,,,,,,,,No changes,,,,,16,2,1,18,40,32
KYS5205,Al-Joura, الجورة ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.356124,34.258941,Accessible,PARC,In person visit,950,190,,,,,,,,,"People have left, People have arrived",5,25,17,85,25,0,1,5,110,11
KYS5258,Deir al-Asad,دير الاسد,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.356231,34.25977,Accessible,PARC,In person visit,800,160,,,,,,,,,"People have left, People have arrived",20,100,40,200,15,0,0,10,30,10
KYS5269,Bayt Al-Mal, بيت المال ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.394698,34.313304,Accessible,PARC,In person visit,400,80,,,,,,,,,"People have left, People have arrived",50,250,10,50,26,1,1,2,33,4
KYS5273,Jaffa,يافا,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Qarara (west),27001153,31.398673,34.310116,Accessible,PARC,In person visit,740,148,,,,,,,,,"People have left, People have arrived",20,100,30,150,30,0,0,4,60,35
KYS5334,Al-Sharqiya,الشرقية,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.4009478,34.3125353,Accessible,IOM,In person visit,403,79,,,,,,,,,No changes,,,,,10,0,0,17,23,11
KYS5360,Al Wafa,الوفا,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Qarara (west),27001153,31.4013296,34.3121198,Accessible,IOM,In person visit,550,109,,,,,,,,,People have arrived,,,3,15,11,0,0,20,40,25
DEB2375,Ard Abnu-Ma'eleq,أرض ابن معليق,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Al Birkeh,2651099,31.3974,34.32727,Accessible,PARC,In person visit,2000,400,,,,,,,,,"People have left, People have arrived",220,1100,10,50,11,1,1,5,60,0
DEB4545,Nebras Al Amal Site,مخيم نبراس الامل,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.400945,34.31502,Accessible,PARC,In person visit,525,105,,,,,,,,,People have left,30,150,,,9,3,2,5,20,10
DEB4609,Al-Jasmine Site,موقع الياسمين,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.404089,34.314467,Accessible,PARC,In person visit,500,100,,,,,,,,,People have left,4,20,,,14,6,2,4,22,8
DEB5238,Al-tal Al-Gharby,تل الغربي,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.402472,34.313333,Accessible,PARC,In person visit,1550,310,,,,,,,,,No changes,,,,,50,10,1,10,80,20
DEB5246,Al-Worood,الورود,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (south),26510152,31.402583,34.313833,Accessible,PARC,In person visit,830,166,,,,,,,,,No changes,,,,,12,9,1,50,20,15
DEB5250,Ard-Almazra’a,ارض المزرعة,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Al Birkeh,2651099,31.394972,34.327722,Accessible,PARC,In person visit,675,135,,,,,,,,,"People have left, People have arrived",15,75,17,85,12,2,0,7,12,15
GZA4432,Al Rasheed site,موقع الرشيد,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.529518,34.437838,Accessible,PARC,In person visit,350,70,,,,,,,,,People have arrived,,,2,10,10,2,1,5,25,3
GZA4455,Al Kadheen site,موقع الكادحين,,Makeshift site,Active,DRC,FAFD,FAFD,DRC/FAFD,Gaza,260,Ad Darraj,2600120,31.51060573,34.46168484,Accessible,PARC,In person visit,152,30,,,,,,,,,"People have left, People have arrived",7,30,7,30,15,2,2,7,25,7
GZA4885,Al Bahr,مخيم البحر ,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.5154666,34.425076,Accessible,IOM,In person visit,700,135,,,,,,,,,No changes,,,,,20,0,0,15,35,25
GZA4900,Al-Radwan 2,الرضوان ٢,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Southern Remal,2600119,31.5165987,34.4275643,Accessible,IOM,In person visit,700,140,,,,,,,,,No changes,,,,,20,0,0,40,100,30
GZA5223,Al Rashed camp,تجمع مخيمات الرشيد,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.5297751,34.4403155,Accessible,IOM,In person visit,1232,246,91,77,226,179,322,316,10,11,People have arrived,,,7,40,48,0,0,17,64,43
GZA5372,Hamam Al Samara,حمام السمرة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.504267,34.464426,Accessible,PARC,In person visit,320,64,,,,,,,,,No changes,,,,,11,0,1,0,25,2
GZA5387,Al Mahaba,مخيم المحبة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Ad Darraj,2600120,31.50852,34.460277,Accessible,PARC,In person visit,290,58,,,,,,,,,People have arrived,,,4,10,10,0,0,1,45,18
GZA5405,Al Manshiya,مخيم المنشية,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.502207,34.466673,Accessible,PARC,In person visit,170,34,,,,,,,,,No changes,,,,,8,0,0,3,10,3
GZA5407,Midan Falastin,ميدان فلسطين,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.505995,34.461897,Accessible,PARC,In person visit,165,33,,,,,,,,,People have arrived,,,2,8,14,1,0,22,12,17
GZA5411,Zahra School,مدرسة الزهرة,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.504,34.463111,Accessible,PARC,In person visit,430,86,,,,,,,,,People have arrived,,,50,180,5,1,3,2,12,2
GZA5413,Salah Al-Din School,مدرسة صلاح الدين,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.506561,34.465464,Accessible,PARC,In person visit,500,101,,,,,,,,,People have arrived,,,3,8,6,0,0,0,5,38
GZA5415,Al-Rahma,مخيم الرحمة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.504009,34.465454,Accessible,PARC,In person visit,150,30,,,,,,,,,People have arrived,,,10,50,6,0,1,30,50,10
GZA5421,Ramla School,مدرسة الرملة,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.504745,34.466541,Accessible,PARC,In person visit,310,62,,,,,,,,,"People have left, People have arrived",3,19,1,3,6,1,1,2,3,5
GZA5433,Al Riyahin Site,مخيم الرياحين,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.504596,34.463373,Accessible,PARC,In person visit,350,77,,,,,,,,,"People have left, People have arrived",2,8,4,10,13,0,0,7,7,0
GZA5438,Asaad Al-Saftawi School,مدرسة اسعد الصفطاوي,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.506624,34.465452,Accessible,PARC,In person visit,400,80,,,,,,,,,People have arrived,,,7,40,20,1,6,2,45,60
GZA5447,Mudiriya East Gaza School,مدرسة المديرية شرق غزة,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.504461,34.46672,Accessible,PARC,In person visit,350,70,,,,,,,,,People have arrived,,,10,50,6,0,0,3,10,8
GZA5456,Zahra Garage Parking Site,الشجاعية موقف كراج الزهرة مقابل مركز شرطة الشجاعية ,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Gaza Old City,2600115,31.50352969,34.46611535,Accessible,PARC,In person visit,78,16,,,,,,,,,People have arrived,,,4,20,11,1,1,1,2,15
GZA6047,Nadi Al-Deira Site,موقع نادي الديرة,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Northern Remal,2600118,31.529378,34.439391,Accessible,PARC,In person visit,450,90,,,,,,,,,No changes,,,,,3,1,0,4,15,12
KYS1023,Al Karama 2,الكرامة,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.37872,34.284363,Accessible,PHC,In person visit,1286,273,,,,,,,,,"People have left, People have arrived",4,20,3,15,37,1,3,4,43,17
KYS1324,Karama,موقع الكرامة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34327,34.27965,Accessible,PARC,In person visit,1550,310,,,,,,,,,"People have left, People have arrived",2,10,2,10,55,1,2,2,80,30
KYS1325,Falastin site,موقع فلسطين,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34407,34.27932,Accessible,PARC,In person visit,1400,280,,,,,,,,,"People have left, People have arrived",100,500,30,150,45,5,4,6,60,30
KYS1592,Abu Husni,ابو حسني,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38341585,34.29731679,Accessible,PHC,In person visit,1120,224,,,,,,,,,"People have left, People have arrived",10,45,4,17,42,2,45,1,48,51
KYS1646,Al Quds,القدس,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38637,34.29577,Accessible,PHC,Phone interview,771,170,32,34,102,98,243,222,17,23,No changes,,,,,24,2,0,3,10,4
KYS1670,Al Montza Al bahri,المنتزه البحري,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38164233,34.28625166,Accessible,PHC,Phone interview,955,191,75,58,173,135,237,232,21,24,People have left,4,22,,,5,0,0,15,85,3
KYS1678,Al Shoka,الشوكة,,Makeshift site,Active,IOM,PHC,PHC,IOM/PHC,Khan Younis,270,Al Mawasi,27002154,31.374936,34.287877,Accessible,PHC,In person visit,1563,412,167,24,291,202,151,712,12,4,People have arrived,,,10,55,45,0,1,38,24,15
KYS1844,Ghusn Al ziton,غصن الزيتون,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.37354,34.29136,Accessible,PHC,In person visit,2450,483,,,,,,,,,No changes,,,,,60,0,30,45,80,30
